user_id,id_student,code_module,code_presentation,final_result,gender,age,ufv_field,ufv_course_code,ufv_course_name,ufv_level,highest_education,imd_band,num_of_prev_attempts,studied_credits,disability
user1297,499067,GGG,2014J,Pass,F,18,Creative Arts and Design,arts135,arts135 - Typography,Beginner,Lower Than A Level,10-20,0,30,N
user2994,500016,EEE,2014J,Pass,F,18,History and Culture,hist360,hist360 - Cultural Studies,Senior,A Level or Equivalent,50-60%,0,120,N
user8067,694155,DDD,2014J,Pass,F,35,Media and Communications,media260,media260 - Media Production,Medium,A Level or Equivalent,30-40%,0,120,N
user6396,398071,FFF,2014J,Fail,F,19,Business and Management,bus285,bus285 - Business Law,Medium,HE Qualification,10-20,0,60,N
user0091,228222,EEE,2013J,Pass,F,25,Business and Management,bus275,bus275 - Supply Chain,Medium,Lower Than A Level,50-60%,0,60,N
user2276,561164,BBB,2013B,Pass,F,25,Creative Arts and Design,arts135,arts135 - Typography,Beginner,A Level or Equivalent,10-20,0,120,N
user0306,2358969,AAA,2014J,Distinction,F,20,History and Culture,hist260,hist260 - Historiography,Medium,A Level or Equivalent,70-80%,1,60,N
user4056,597742,BBB,2013J,Distinction,F,22,Business and Management,bus360,bus360 - Marketing Basics,Senior,Lower Than A Level,50-60%,0,60,N
user5291,599430,FFF,2014B,Withdrawn,F,27,Computer science,comp320,comp320 - Intro to Programming,Senior,A Level or Equivalent,20-30%,1,60,N
user4607,2463213,DDD,2013B,Distinction,F,22,Computer science,comp285,comp285 - Cloud Computing,Medium,HE Qualification,90-100%,0,60,N
user2858,438068,BBB,2013J,Pass,F,23,Business and Management,bus240,bus240 - Strategic Management,Medium,Lower Than A Level,50-60%,0,60,N
user2490,38234,BBB,2013J,Fail,F,19,Computer science,comp175,comp175 - Computer Networks,Beginner,A Level or Equivalent,60-70%,0,60,N
user4661,2648206,DDD,2013B,Distinction,F,19,Business and Management,bus320,bus320 - Principles of Management,Senior,Lower Than A Level,80-90%,0,60,N
user7900,689132,FFF,2014J,Pass,F,23,Computer science,comp135,comp135 - Databases,Beginner,HE Qualification,30-40%,0,60,N
user3526,575672,CCC,2014J,Distinction,F,21,Media and Communications,media105,media105 - Communication Strategies,Beginner,HE Qualification,20-30%,0,90,N
user6401,402180,BBB,2014J,Withdrawn,F,20,Business and Management,bus340,bus340 - Financial Accounting,Senior,Lower Than A Level,0-10%,0,60,N
user4213,603908,FFF,2013J,Pass,F,18,Computer science,comp115,comp115 - Data Structures,Beginner,Lower Than A Level,70-80%,0,60,N
user2325,1753965,FFF,2013B,Pass,F,25,Computer science,comp285,comp285 - Cloud Computing,Medium,A Level or Equivalent,30-40%,0,180,N
user8786,432718,EEE,2014J,Pass,F,22,History and Culture,hist105,hist105 - World History,Beginner,HE Qualification,10-20,1,120,N
user6270,192944,DDD,2014B,Pass,F,23,Business and Management,bus175,bus175 - Business Analytics,Beginner,Lower Than A Level,40-50%,1,120,N
user0557,421455,AAA,2014J,Pass,F,26,Creative Arts and Design,arts300,arts300 - UX Design,Senior,A Level or Equivalent,50-60%,0,60,N
user1570,533512,GGG,2014J,Distinction,F,24,Computer science,comp285,comp285 - Cloud Computing,Medium,A Level or Equivalent,10-20,0,30,N
user1126,444926,GGG,2014J,Pass,F,22,Media and Communications,media115,media115 - Media Writing,Beginner,A Level or Equivalent,20-30%,0,30,N
user6419,420631,BBB,2014J,Withdrawn,F,24,Business and Management,bus340,bus340 - Financial Accounting,Senior,Lower Than A Level,50-60%,0,60,N
user3811,588191,DDD,2013B,Fail,F,18,Creative Arts and Design,arts135,arts135 - Typography,Beginner,A Level or Equivalent,80-90%,0,90,N
user2399,2439201,BBB,2013B,Distinction,F,23,Business and Management,bus340,bus340 - Financial Accounting,Senior,Lower Than A Level,20-30%,0,60,N
user2741,365169,BBB,2013J,Fail,F,21,Business and Management,bus275,bus275 - Supply Chain,Medium,Lower Than A Level,80-90%,0,60,N
user4734,226747,FFF,2013J,Pass,F,21,Computer science,comp285,comp285 - Cloud Computing,Medium,A Level or Equivalent,80-90%,0,60,N
user3098,520325,CCC,2014J,Pass,F,18,Media and Communications,media340,media340 - Media Writing,Senior,A Level or Equivalent,10-20,0,120,N
user6282,235371,FFF,2014B,Distinction,F,26,Business and Management,bus175,bus175 - Business Analytics,Beginner,A Level or Equivalent,80-90%,1,150,N
user4839,366936,DDD,2013J,Fail,F,20,Business and Management,bus175,bus175 - Business Analytics,Beginner,HE Qualification,90-100%,0,60,N
user8114,695148,BBB,2014J,Fail,F,23,Computer science,comp135,comp135 - Databases,Beginner,Lower Than A Level,70-80%,0,60,N
user6432,439677,FFF,2014J,Pass,F,20,Business and Management,bus105,bus105 - Principles of Management,Beginner,A Level or Equivalent,40-50%,0,60,N
user5047,536805,BBB,2014B,Withdrawn,F,24,Business and Management,bus155,bus155 - Operations Management,Beginner,A Level or Equivalent,40-50%,0,60,N
user7708,682364,BBB,2014J,Pass,F,23,History and Culture,hist260,hist260 - Historiography,Medium,Lower Than A Level,50-60%,0,60,N
user2217,558622,CCC,2014J,Withdrawn,M,21,Business and Management,bus125,bus125 - Marketing Basics,Beginner,Lower Than A Level,30-40%,0,180,N
user6494,500502,FFF,2014J,Withdrawn,F,23,Media and Communications,media285,media285 - Advertising Concepts,Medium,Lower Than A Level,10-20,0,60,N
user1855,546921,CCC,2014J,Pass,F,24,Business and Management,bus155,bus155 - Operations Management,Beginner,Lower Than A Level,0-10%,0,90,N
user1891,548275,BBB,2013B,Fail,F,20,Computer science,comp285,comp285 - Cloud Computing,Medium,A Level or Equivalent,30-40%,0,120,N
user2354,2210318,BBB,2013B,Pass,F,19,Creative Arts and Design,arts125,arts125 - Digital Media,Beginner,A Level or Equivalent,50-60%,0,60,N
user8985,521542,EEE,2013J,Pass,F,19,Media and Communications,media275,media275 - Brand Storytelling,Medium,A Level or Equivalent,,0,90,N
user2854,434035,CCC,2014J,Distinction,F,25,Business and Management,bus260,bus260 - Project Management,Medium,HE Qualification,40-50%,0,60,N
user6235,117545,DDD,2013J,Distinction,F,27,Computer science,comp340,comp340 - Data Structures,Senior,A Level or Equivalent,20-30%,0,60,N
user1667,537688,FFF,2013B,Withdrawn,F,21,History and Culture,hist320,hist320 - World History,Senior,Lower Than A Level,30-40%,0,60,N
user4114,599908,DDD,2013B,Distinction,F,18,Computer science,comp105,comp105 - Intro to Programming,Beginner,Lower Than A Level,10-20,1,210,Y
user5101,558084,FFF,2013J,Pass,F,20,Creative Arts and Design,arts125,arts125 - Digital Media,Beginner,A Level or Equivalent,80-90%,0,60,N
user6739,588944,BBB,2014J,Fail,F,22,History and Culture,hist175,hist175 - Indigenous Histories,Beginner,A Level or Equivalent,20-30%,0,60,N
user5715,626126,FFF,2014B,Withdrawn,F,23,Creative Arts and Design,arts210,arts210 - Photography,Medium,A Level or Equivalent,50-60%,0,60,N
user0327,2479954,CCC,2014B,Pass,F,18,Creative Arts and Design,arts125,arts125 - Digital Media,Beginner,Lower Than A Level,40-50%,0,90,N
user1696,539891,CCC,2014J,Withdrawn,F,20,History and Culture,hist320,hist320 - World History,Senior,A Level or Equivalent,60-70%,0,60,N
user1862,547259,BBB,2013B,Pass,F,25,Business and Management,bus105,bus105 - Principles of Management,Beginner,Lower Than A Level,10-20,0,60,N
user8657,356274,DDD,2014J,Fail,F,18,Computer science,comp210,comp210 - Machine Learning,Medium,A Level or Equivalent,30-40%,0,60,N
user6914,621899,DDD,2014B,Pass,F,19,Creative Arts and Design,arts115,arts115 - Drawing I,Beginner,Lower Than A Level,60-70%,0,60,N
user6768,594282,BBB,2014J,Pass,F,18,History and Culture,hist135,hist135 - Modern Europe,Beginner,A Level or Equivalent,60-70%,0,120,N
user4099,599475,BBB,2013J,Pass,F,28,History and Culture,hist340,hist340 - Canadian History,Senior,HE Qualification,80-90%,0,60,N
user5344,607953,DDD,2014J,Distinction,F,20,Computer science,comp155,comp155 - Operating Systems,Beginner,A Level or Equivalent,60-70%,2,60,Y
user1541,531427,CCC,2014J,Pass,F,18,Business and Management,bus320,bus320 - Principles of Management,Senior,A Level or Equivalent,50-60%,0,90,N
user8251,1564706,BBB,2014J,Pass,F,20,Creative Arts and Design,arts240,arts240 - Motion Graphics,Medium,HE Qualification,20-30%,0,60,N
user0296,2278464,EEE,2014B,Distinction,F,24,History and Culture,hist125,hist125 - Cultural Studies,Beginner,A Level or Equivalent,20-30%,1,90,N
user8352,2475591,BBB,2014J,Withdrawn,M,24,Business and Management,bus210,bus210 - Corporate Finance,Medium,HE Qualification,30-40%,0,120,N
user0533,384203,GGG,2014B,Pass,F,20,Business and Management,bus125,bus125 - Marketing Basics,Beginner,Lower Than A Level,20-30%,0,30,N
user1395,512805,DDD,2013J,Pass,F,34,History and Culture,hist135,hist135 - Modern Europe,Beginner,Lower Than A Level,70-80%,0,60,N
user1953,550051,DDD,2013J,Pass,F,33,Computer science,comp275,comp275 - Computer Security,Medium,Lower Than A Level,50-60%,0,90,N
user7646,679747,DDD,2014J,Pass,F,24,Computer science,comp320,comp320 - Intro to Programming,Senior,A Level or Equivalent,10-20,0,75,Y
user5854,629886,BBB,2014B,Fail,F,24,Creative Arts and Design,arts285,arts285 - Game Art,Medium,Lower Than A Level,40-50%,0,60,N
user3376,567500,BBB,2013J,Fail,F,19,Computer science,comp105,comp105 - Intro to Programming,Beginner,A Level or Equivalent,10-20,0,60,N
user8593,291805,GGG,2013J,Distinction,F,22,History and Culture,hist240,hist240 - Public History,Medium,Lower Than A Level,30-40%,0,30,N
user3620,580314,CCC,2014J,Pass,F,23,Business and Management,bus360,bus360 - Marketing Basics,Senior,Lower Than A Level,50-60%,0,30,N
user2333,1903527,FFF,2013B,Fail,M,30,Business and Management,bus155,bus155 - Operations Management,Beginner,Lower Than A Level,90-100%,0,90,N
user0914,329226,BBB,2013B,Distinction,F,22,History and Culture,hist115,hist115 - Canadian History,Beginner,HE Qualification,20-30%,0,120,N
user2978,495879,FFF,2013B,Fail,F,33,Business and Management,bus210,bus210 - Corporate Finance,Medium,A Level or Equivalent,30-40%,0,60,N
user4649,2607641,BBB,2013J,Distinction,F,27,Computer science,comp115,comp115 - Data Structures,Beginner,A Level or Equivalent,50-60%,0,60,N
user4464,614068,FFF,2013J,Fail,F,19,History and Culture,hist175,hist175 - Indigenous Histories,Beginner,HE Qualification,0-10%,0,90,N
user6257,169008,FFF,2014B,Distinction,F,21,History and Culture,hist275,hist275 - Ancient Civilizations,Medium,Lower Than A Level,0-10%,0,90,Y
user6735,588062,FFF,2014J,Pass,F,18,Business and Management,bus285,bus285 - Business Law,Medium,A Level or Equivalent,90-100%,0,120,N
user0945,351290,GGG,2014B,Withdrawn,F,33,Business and Management,bus285,bus285 - Business Law,Medium,Lower Than A Level,60-70%,0,30,N
user6807,601285,DDD,2014B,Distinction,F,26,History and Culture,hist135,hist135 - Modern Europe,Beginner,A Level or Equivalent,70-80%,0,60,N
user2450,2587260,CCC,2014J,Distinction,F,31,History and Culture,hist135,hist135 - Modern Europe,Beginner,A Level or Equivalent,,0,60,Y
user8997,524128,EEE,2013J,Pass,F,18,Creative Arts and Design,arts240,arts240 - Motion Graphics,Medium,A Level or Equivalent,70-80%,0,60,N
user1265,494278,FFF,2013J,Distinction,M,18,Creative Arts and Design,arts285,arts285 - Game Art,Medium,Lower Than A Level,40-50%,0,90,Y
user6051,635788,DDD,2013J,Distinction,F,21,Media and Communications,media155,media155 - Social Media,Beginner,HE Qualification,60-70%,0,60,N
user5067,546302,DDD,2013J,Pass,F,18,Creative Arts and Design,arts240,arts240 - Motion Graphics,Medium,A Level or Equivalent,70-80%,0,120,N
user2241,559452,CCC,2014J,Pass,F,31,Creative Arts and Design,arts260,arts260 - Portfolio Studio,Medium,HE Qualification,80-90%,0,120,N
user8352,2475591,DDD,2014J,Distinction,M,24,Business and Management,bus230,bus230 - Entrepreneurship,Medium,Lower Than A Level,10-20,0,120,N
user3212,542707,CCC,2014J,Fail,F,28,Business and Management,bus300,bus300 - HR Management,Senior,A Level or Equivalent,0-10%,0,90,N
user4024,596372,FFF,2013J,Distinction,F,20,Media and Communications,media155,media155 - Social Media,Beginner,Lower Than A Level,0-10%,0,150,N
user1085,429158,GGG,2014J,Pass,F,31,Computer science,comp230,comp230 - Software Engineering,Medium,HE Qualification,70-80%,0,30,N
user8671,363374,DDD,2014J,Distinction,F,30,Business and Management,bus175,bus175 - Business Analytics,Beginner,A Level or Equivalent,20-30%,0,60,N
user8581,279868,CCC,2014B,Pass,F,25,History and Culture,hist285,hist285 - Medieval Worlds,Medium,HE Qualification,30-40%,0,120,N
user1003,384909,CCC,2014B,Pass,F,21,History and Culture,hist175,hist175 - Indigenous Histories,Beginner,A Level or Equivalent,30-40%,0,60,N
user4440,613159,FFF,2013J,Pass,F,29,Creative Arts and Design,arts230,arts230 - Interaction Design,Medium,A Level or Equivalent,30-40%,0,120,N
user4961,483485,DDD,2013J,Pass,F,20,History and Culture,hist240,hist240 - Public History,Medium,A Level or Equivalent,80-90%,2,60,N
user7069,642633,DDD,2014B,Pass,F,26,Creative Arts and Design,arts105,arts105 - Design Fundamentals,Beginner,A Level or Equivalent,20-30%,0,60,N
user4985,495958,FFF,2013J,Pass,F,20,Creative Arts and Design,arts340,arts340 - Drawing I,Senior,Lower Than A Level,10-20,0,60,N
user7696,681964,BBB,2014J,Pass,F,23,Creative Arts and Design,arts320,arts320 - Design Fundamentals,Senior,Lower Than A Level,70-80%,0,120,N
user0386,26192,AAA,2014J,Pass,F,21,Creative Arts and Design,arts135,arts135 - Typography,Beginner,A Level or Equivalent,60-70%,0,60,N
user3650,581672,BBB,2013J,Distinction,F,18,History and Culture,hist115,hist115 - Canadian History,Beginner,Lower Than A Level,80-90%,0,60,N
user2561,174222,DDD,2014B,Pass,F,19,Creative Arts and Design,arts275,arts275 - Illustration,Medium,HE Qualification,0-10%,0,60,N
user1005,386348,EEE,2014J,Pass,F,21,Business and Management,bus300,bus300 - HR Management,Senior,A Level or Equivalent,10-20,0,90,N
user1393,512242,DDD,2013J,Fail,F,26,Business and Management,bus135,bus135 - Organizational Behavior,Beginner,A Level or Equivalent,40-50%,0,120,N
user0496,315744,GGG,2014B,Pass,F,24,Computer science,comp260,comp260 - Distributed Systems,Medium,A Level or Equivalent,50-60%,0,30,N
user0031,106577,CCC,2014B,Distinction,F,27,Computer science,comp230,comp230 - Software Engineering,Medium,HE Qualification,90-100%,0,30,N
user1607,535269,CCC,2014J,Pass,M,19,History and Culture,hist360,hist360 - Cultural Studies,Senior,Lower Than A Level,0-10%,0,30,N
user3261,552883,FFF,2013J,Pass,F,18,Media and Communications,media230,media230 - PR Fundamentals,Medium,Lower Than A Level,60-70%,1,120,N
user7954,690469,FFF,2014J,Distinction,F,33,Business and Management,bus260,bus260 - Project Management,Medium,Lower Than A Level,30-40%,0,120,N
user8552,245494,GGG,2013J,Distinction,F,20,History and Culture,hist135,hist135 - Modern Europe,Beginner,Lower Than A Level,60-70%,0,30,N
user5385,612862,FFF,2014B,Withdrawn,F,22,Media and Communications,media360,media360 - Public Speaking,Senior,A Level or Equivalent,80-90%,2,120,N
user1075,425747,GGG,2014J,Distinction,F,34,Business and Management,bus260,bus260 - Project Management,Medium,Lower Than A Level,60-70%,0,30,N
user7708,682364,FFF,2014J,Withdrawn,F,23,History and Culture,hist285,hist285 - Medieval Worlds,Medium,Lower Than A Level,90-100%,0,120,N
user0173,357668,AAA,2013J,Pass,M,21,Media and Communications,media240,media240 - Podcasting,Medium,A Level or Equivalent,10-20,0,60,N
user2702,335136,CCC,2014J,Pass,M,29,Business and Management,bus125,bus125 - Marketing Basics,Beginner,A Level or Equivalent,,0,120,N
user7412,654639,BBB,2014J,Pass,F,32,Computer science,comp135,comp135 - Databases,Beginner,No Formal quals,20-30%,0,120,N
user0168,345357,AAA,2013J,Pass,F,22,Business and Management,bus135,bus135 - Organizational Behavior,Beginner,A Level or Equivalent,30-40%,0,60,N
user4855,381533,FFF,2013J,Distinction,F,22,Business and Management,bus125,bus125 - Marketing Basics,Beginner,Lower Than A Level,70-80%,0,60,N
user3464,573225,BBB,2013J,Distinction,F,22,Business and Management,bus285,bus285 - Business Law,Medium,Lower Than A Level,50-60%,0,60,N
user1528,530215,EEE,2014J,Pass,F,19,Business and Management,bus260,bus260 - Project Management,Medium,A Level or Equivalent,20-30%,0,60,N
user1108,439857,GGG,2014J,Withdrawn,M,28,Business and Management,bus155,bus155 - Operations Management,Beginner,Lower Than A Level,60-70%,0,30,N
user3746,585611,FFF,2013J,Fail,F,19,Media and Communications,media320,media320 - Communication Strategies,Senior,A Level or Equivalent,0-10%,0,60,N
user3696,583235,DDD,2013J,Pass,F,29,History and Culture,hist275,hist275 - Ancient Civilizations,Medium,A Level or Equivalent,60-70%,1,60,N
user1958,550208,CCC,2014J,Pass,F,28,Computer science,comp260,comp260 - Distributed Systems,Medium,A Level or Equivalent,50-60%,0,30,N
user6953,628679,BBB,2014J,Pass,F,29,Business and Management,bus230,bus230 - Entrepreneurship,Medium,A Level or Equivalent,10-20,0,60,N
user0520,358182,GGG,2014B,Pass,F,18,Business and Management,bus340,bus340 - Financial Accounting,Senior,A Level or Equivalent,90-100%,0,30,N
user7469,656453,BBB,2014J,Pass,F,27,Media and Communications,media240,media240 - Podcasting,Medium,Lower Than A Level,40-50%,0,60,N
user7068,642600,BBB,2014J,Distinction,F,26,Creative Arts and Design,arts125,arts125 - Digital Media,Beginner,Lower Than A Level,40-50%,0,90,N
user2037,552914,DDD,2013J,Pass,F,18,Business and Management,bus135,bus135 - Organizational Behavior,Beginner,Lower Than A Level,0-10%,0,90,N
user1558,532584,FFF,2014J,Pass,F,22,Computer science,comp155,comp155 - Operating Systems,Beginner,Lower Than A Level,30-40%,2,150,N
user5182,573323,BBB,2014B,Withdrawn,F,28,Creative Arts and Design,arts300,arts300 - UX Design,Senior,A Level or Equivalent,70-80%,0,120,N
user1446,518970,EEE,2014J,Distinction,F,18,Computer science,comp105,comp105 - Intro to Programming,Beginner,HE Qualification,50-60%,0,30,N
user7372,653244,FFF,2014J,Withdrawn,F,23,History and Culture,hist230,hist230 - Asian Civilizations,Medium,Lower Than A Level,60-70%,0,60,Y
user6069,1611973,FFF,2014B,Pass,F,25,History and Culture,hist300,hist300 - Global Migrations,Senior,A Level or Equivalent,20-30%,0,60,N
user6815,602471,FFF,2014J,Pass,F,20,Media and Communications,media105,media105 - Communication Strategies,Beginner,A Level or Equivalent,90-100%,0,120,N
user2492,48040,BBB,2013J,Distinction,F,35,Creative Arts and Design,arts175,arts175 - 3D Modeling,Beginner,A Level or Equivalent,20-30%,0,120,N
user0923,334794,BBB,2013B,Pass,F,23,Computer science,comp125,comp125 - Algorithms,Beginner,Lower Than A Level,20-30%,0,60,N
user8245,1486048,DDD,2014J,Pass,F,24,Business and Management,bus230,bus230 - Entrepreneurship,Medium,A Level or Equivalent,50-60%,0,120,Y
user1319,502088,GGG,2014J,Distinction,F,18,Business and Management,bus300,bus300 - HR Management,Senior,Lower Than A Level,30-40%,0,30,N
user7796,685740,DDD,2014J,Distinction,F,18,Business and Management,bus275,bus275 - Supply Chain,Medium,A Level or Equivalent,90-100%,0,90,N
user2083,554608,FFF,2013B,Pass,F,20,Computer science,comp275,comp275 - Computer Security,Medium,HE Qualification,30-40%,1,270,N
user7611,678444,FFF,2014J,Pass,F,29,Creative Arts and Design,arts275,arts275 - Illustration,Medium,HE Qualification,70-80%,0,60,N
user0488,304465,GGG,2014B,Pass,F,18,Business and Management,bus285,bus285 - Business Law,Medium,A Level or Equivalent,20-30%,1,60,N
user2993,499822,BBB,2013J,Pass,F,21,Business and Management,bus115,bus115 - Financial Accounting,Beginner,HE Qualification,10-20,0,240,N
user0144,312537,GGG,2013J,Pass,F,26,Business and Management,bus260,bus260 - Project Management,Medium,Lower Than A Level,50-60%,0,30,N
user2012,551954,DDD,2013J,Pass,F,33,Media and Communications,media230,media230 - PR Fundamentals,Medium,A Level or Equivalent,50-60%,0,90,N
user6126,2351235,DDD,2013J,Pass,F,28,Computer science,comp285,comp285 - Cloud Computing,Medium,A Level or Equivalent,50-60%,0,90,N
user6158,2538123,DDD,2013J,Withdrawn,F,26,Business and Management,bus275,bus275 - Supply Chain,Medium,A Level or Equivalent,50-60%,0,60,N
user2252,559697,BBB,2013B,Distinction,F,18,Media and Communications,media135,media135 - Digital Journalism,Beginner,A Level or Equivalent,30-40%,0,60,N
user6540,522478,DDD,2014B,Fail,F,24,Business and Management,bus105,bus105 - Principles of Management,Beginner,A Level or Equivalent,70-80%,0,60,N
user8594,294578,DDD,2014J,Pass,F,22,History and Culture,hist230,hist230 - Asian Civilizations,Medium,A Level or Equivalent,90-100%,0,180,N
user2380,2322342,FFF,2013B,Pass,F,19,Creative Arts and Design,arts300,arts300 - UX Design,Senior,Lower Than A Level,90-100%,0,120,N
user0743,84664,CCC,2014J,Pass,F,20,Creative Arts and Design,arts155,arts155 - Color Theory,Beginner,A Level or Equivalent,30-40%,1,120,N
user4578,2313615,DDD,2013B,Pass,F,20,Media and Communications,media115,media115 - Media Writing,Beginner,HE Qualification,30-40%,0,60,N
user2954,491279,FFF,2013B,Pass,F,26,Creative Arts and Design,arts340,arts340 - Drawing I,Senior,HE Qualification,0-10%,0,90,N
user1256,492946,CCC,2014B,Fail,F,24,History and Culture,hist125,hist125 - Cultural Studies,Beginner,HE Qualification,,0,60,N
user8547,242858,CCC,2014B,Distinction,F,28,Creative Arts and Design,arts135,arts135 - Typography,Beginner,A Level or Equivalent,20-30%,0,60,N
user2051,553508,FFF,2013J,Distinction,F,18,History and Culture,hist230,hist230 - Asian Civilizations,Medium,A Level or Equivalent,60-70%,0,60,N
user2994,500016,CCC,2014J,Pass,F,18,History and Culture,hist340,hist340 - Canadian History,Senior,A Level or Equivalent,50-60%,0,120,N
user1347,505871,EEE,2014J,Withdrawn,F,18,Creative Arts and Design,arts260,arts260 - Portfolio Studio,Medium,Lower Than A Level,80-90%,0,60,N
user6136,2436707,DDD,2014J,Pass,F,20,Media and Communications,media210,media210 - Media Ethics,Medium,Lower Than A Level,40-50%,1,130,N
user3582,577965,FFF,2013J,Pass,F,21,Creative Arts and Design,arts360,arts360 - Digital Media,Senior,Lower Than A Level,90-100%,0,60,N
user2221,558701,FFF,2013B,Pass,F,28,Computer science,comp125,comp125 - Algorithms,Beginner,A Level or Equivalent,90-100%,1,180,N
user6297,263448,DDD,2013J,Fail,F,18,Business and Management,bus115,bus115 - Financial Accounting,Beginner,Lower Than A Level,10-20,0,60,N
user3177,534946,CCC,2014J,Withdrawn,M,21,Business and Management,bus260,bus260 - Project Management,Medium,Post Graduate Qualification,90-100%,0,30,N
user2277,561166,EEE,2013J,Pass,M,23,Business and Management,bus240,bus240 - Strategic Management,Medium,Lower Than A Level,60-70%,0,30,N
user3774,586843,BBB,2013J,Withdrawn,F,21,Computer science,comp360,comp360 - Algorithms,Senior,A Level or Equivalent,0-10%,0,60,N
user3916,592949,FFF,2013J,Fail,F,23,Media and Communications,media135,media135 - Digital Journalism,Beginner,A Level or Equivalent,80-90%,0,60,N
user0539,396599,EEE,2014B,Pass,M,22,Computer science,comp260,comp260 - Distributed Systems,Medium,Lower Than A Level,60-70%,1,60,N
user2908,477825,CCC,2014J,Pass,F,20,Computer science,comp240,comp240 - Web Development,Medium,Lower Than A Level,60-70%,0,90,N
user1358,507359,GGG,2014J,Pass,F,18,History and Culture,hist240,hist240 - Public History,Medium,Lower Than A Level,50-60%,0,30,N
user1068,420604,EEE,2014J,Withdrawn,F,20,Computer science,comp285,comp285 - Cloud Computing,Medium,A Level or Equivalent,80-90%,0,60,N
user7810,686191,DDD,2014J,Pass,F,19,Business and Management,bus360,bus360 - Marketing Basics,Senior,HE Qualification,20-30%,0,180,N
user5087,553437,DDD,2013J,Fail,M,32,Creative Arts and Design,arts300,arts300 - UX Design,Senior,A Level or Equivalent,50-60%,0,210,N
user2089,554894,BBB,2013B,Pass,F,19,Creative Arts and Design,arts260,arts260 - Portfolio Studio,Medium,Lower Than A Level,70-80%,0,60,N
user8262,1813493,BBB,2014J,Fail,F,21,Business and Management,bus155,bus155 - Operations Management,Beginner,Lower Than A Level,30-40%,0,60,N
user4120,600254,FFF,2013J,Pass,F,22,Creative Arts and Design,arts275,arts275 - Illustration,Medium,A Level or Equivalent,50-60%,0,60,N
user8432,80329,DDD,2014J,Distinction,F,28,Business and Management,bus360,bus360 - Marketing Basics,Senior,HE Qualification,80-90%,0,60,N
user3962,594253,DDD,2013B,Fail,F,24,Business and Management,bus275,bus275 - Supply Chain,Medium,HE Qualification,90-100%,1,60,N
user1444,518879,GGG,2014J,Fail,F,18,Computer science,comp230,comp230 - Software Engineering,Medium,No Formal quals,30-40%,0,30,N
user2529,109372,BBB,2013J,Withdrawn,F,33,Computer science,comp125,comp125 - Algorithms,Beginner,Lower Than A Level,,0,60,N
user7537,675750,FFF,2014J,Pass,F,19,History and Culture,hist340,hist340 - Canadian History,Senior,HE Qualification,40-50%,0,60,N
user7232,649189,FFF,2014J,Distinction,F,33,Business and Management,bus360,bus360 - Marketing Basics,Senior,A Level or Equivalent,40-50%,0,120,N
user7739,683664,BBB,2014J,Pass,F,19,History and Culture,hist230,hist230 - Asian Civilizations,Medium,Lower Than A Level,30-40%,0,60,N
user0949,353093,BBB,2013B,Pass,F,22,Business and Management,bus105,bus105 - Principles of Management,Beginner,Lower Than A Level,70-80%,0,60,N
user7535,675673,FFF,2014J,Distinction,F,22,Business and Management,bus340,bus340 - Financial Accounting,Senior,HE Qualification,20-30%,0,150,N
user4436,612757,BBB,2013J,Pass,F,18,Computer science,comp125,comp125 - Algorithms,Beginner,HE Qualification,80-90%,0,120,N
user0196,402470,EEE,2013J,Distinction,F,24,Computer science,comp360,comp360 - Algorithms,Senior,A Level or Equivalent,60-70%,0,60,N
user6464,484443,DDD,2014B,Withdrawn,F,24,History and Culture,hist285,hist285 - Medieval Worlds,Medium,HE Qualification,10-20,0,60,N
user6639,572101,FFF,2014J,Pass,F,26,Creative Arts and Design,arts320,arts320 - Design Fundamentals,Senior,Lower Than A Level,10-20,0,60,N
user3477,573654,BBB,2013J,Distinction,F,26,Creative Arts and Design,arts125,arts125 - Digital Media,Beginner,A Level or Equivalent,80-90%,0,60,N
user2502,57369,EEE,2014B,Pass,F,20,Creative Arts and Design,arts135,arts135 - Typography,Beginner,A Level or Equivalent,70-80%,0,30,N
user8014,692540,FFF,2014J,Pass,F,21,Business and Management,bus105,bus105 - Principles of Management,Beginner,A Level or Equivalent,10-20,0,90,N
user1006,386957,CCC,2014B,Pass,M,19,Business and Management,bus125,bus125 - Marketing Basics,Beginner,A Level or Equivalent,50-60%,0,60,N
user0175,365244,GGG,2013J,Withdrawn,M,22,Computer science,comp340,comp340 - Data Structures,Senior,Lower Than A Level,0-10%,0,30,N
user3569,577376,CCC,2014J,Withdrawn,F,18,Computer science,comp175,comp175 - Computer Networks,Beginner,Lower Than A Level,60-70%,0,30,N
user6474,491387,DDD,2014B,Withdrawn,F,21,Computer science,comp230,comp230 - Software Engineering,Medium,Lower Than A Level,,0,60,N
user3019,506804,BBB,2013J,Withdrawn,F,18,Creative Arts and Design,arts155,arts155 - Color Theory,Beginner,A Level or Equivalent,20-30%,0,120,N
user4270,605914,BBB,2013J,Pass,F,23,Media and Communications,media175,media175 - Visual Communication,Beginner,Lower Than A Level,50-60%,0,120,N
user3013,504466,CCC,2014J,Pass,F,18,History and Culture,hist300,hist300 - Global Migrations,Senior,HE Qualification,20-30%,0,30,N
user4093,599402,BBB,2013J,Distinction,F,21,Creative Arts and Design,arts230,arts230 - Interaction Design,Medium,A Level or Equivalent,70-80%,0,60,N
